chromosome,window_pos_1,window_pos_2,fst_FvsMono,fst_chemotypes_femalesOnly,fst_FvsMono_outlier,fst_chemotypes_femalesOnly_outlier
Chr05,11760000,11860000,0.40216655,0.072281318,Not,Not
Chr05,11770000,11870000,0.381445717,0.063597858,Not,Not
Chr05,11780000,11880000,0.363506518,0.078999901,Not,Not
Chr05,11790000,11890000,0.356739857,0.083420321,Not,Not
Chr05,11800000,11900000,0.33902991,0.081486508,Not,Not
Chr05,11810000,11910000,0.332920209,0.087923475,Not,Not
Chr05,11820000,11920000,0.284893913,0.092548322,Not,Not
Chr05,11830000,11930000,0.259076103,0.090393324,Not,Not
Chr05,11840000,11940000,0.24868054,0.103202568,Not,Not
Chr05,11850000,11950000,0.246518504,0.103040177,Not,Not
Chr05,11860000,11960000,0.230085224,0.10811032,Not,Not
Chr05,11870000,11970000,0.229451099,0.107171999,Not,Not
Chr05,11880000,11980000,0.206459758,0.103250101,Not,Not
Chr05,11890000,11990000,0.189208189,0.11529876,Not,Not
Chr05,11900000,12000000,0.186519991,0.121823466,Not,Not
Chr05,11910000,12010000,0.17808626,0.133266624,Not,Not
Chr05,11920000,12020000,0.182312896,0.162296696,Not,Not
Chr05,11930000,12030000,0.190540054,0.189745202,Not,Not
Chr05,11940000,12040000,0.188616303,0.193202715,Not,Not
Chr05,11950000,12050000,0.184800234,0.21330669,Not,Outlier
Chr05,11960000,12060000,0.196941765,0.218998896,Not,Outlier
Chr05,11970000,12070000,0.195308333,0.237188548,Not,Outlier
Chr05,11980000,12080000,0.191533488,0.235560012,Not,Outlier
Chr05,11990000,12090000,0.194365934,0.249025091,Not,Outlier
Chr05,12000000,12100000,0.199544345,0.263367209,Not,Outlier
Chr05,12010000,12110000,0.198288602,0.261592136,Not,Outlier
Chr05,12020000,12120000,0.185848511,0.258057114,Not,Outlier
Chr05,12030000,12130000,0.188790486,0.253954603,Not,Outlier
Chr05,12040000,12140000,0.192523626,0.249127514,Not,Outlier
Chr05,12050000,12150000,0.186679856,0.234676124,Not,Outlier
Chr05,12060000,12160000,0.180311784,0.229317684,Not,Outlier
Chr05,12070000,12170000,0.174909335,0.19781174,Not,Not
Chr05,12080000,12180000,0.176180063,0.189750131,Not,Not
Chr05,12090000,12190000,0.168806304,0.158088413,Not,Not
Chr05,12100000,12200000,0.163563887,0.140871064,Not,Not
Chr05,12110000,12210000,0.16012546,0.123390432,Not,Not
Chr05,12120000,12220000,0.152925182,0.101715106,Not,Not
Chr05,12130000,12230000,0.156167285,0.091682137,Not,Not
Chr05,12140000,12240000,0.151037004,0.084330203,Not,Not
Chr05,12150000,12250000,0.150688423,0.078701777,Not,Not
Chr05,12160000,12260000,0.127174304,0.081536536,Not,Not
Chr05,12170000,12270000,0.132824589,0.080550043,Not,Not
Chr05,12180000,12280000,0.131937801,0.078022654,Not,Not
Chr05,12190000,12290000,0.128535937,0.075625801,Not,Not
Chr05,12200000,12300000,0.127301701,0.074455485,Not,Not
Chr05,12210000,12310000,0.118843263,0.076668549,Not,Not
Chr05,12220000,12320000,0.121310141,0.08393426,Not,Not
Chr05,12230000,12330000,0.109566813,0.08461055,Not,Not
Chr05,12240000,12340000,0.11340146,0.080917491,Not,Not
Chr05,12250000,12350000,0.152037646,0.086182976,Not,Not
Chr05,12260000,12360000,0.173732278,0.07094368,Not,Not
Chr05,12270000,12370000,0.163702129,0.056330992,Not,Not
Chr05,12280000,12380000,0.172807999,0.052340784,Not,Not
Chr05,12290000,12390000,0.190135477,0.056343608,Not,Not
Chr05,12300000,12400000,0.181012001,0.058685821,Not,Not
Chr05,12310000,12410000,0.179370822,0.060106627,Not,Not
Chr05,12320000,12420000,0.191124345,0.057196437,Not,Not
Chr05,12330000,12430000,0.184478938,0.051926215,Not,Not
Chr05,12340000,12440000,0.181566897,0.053860692,Not,Not
Chr05,12350000,12450000,0.157294232,0.043953371,Not,Not
Chr05,12360000,12460000,0.156922959,0.0475685,Not,Not
Chr05,12370000,12470000,0.172536918,0.05556876,Not,Not
Chr05,12380000,12480000,0.178009976,0.059095817,Not,Not
Chr05,12390000,12490000,0.175358799,0.075162208,Not,Not
Chr05,12400000,12500000,0.205485427,0.079820026,Not,Not
Chr05,12410000,12510000,0.228474559,0.081607426,Not,Not
Chr05,12420000,12520000,0.266799043,0.077645528,Not,Not
Chr05,12430000,12530000,0.298566891,0.078387401,Not,Not
Chr05,12440000,12540000,0.328339105,0.077037557,Not,Not
Chr05,12450000,12550000,0.355679239,0.0744761,Not,Not
Chr05,12460000,12560000,0.380869227,0.072593443,Not,Not
Chr05,12470000,12570000,0.38154073,0.083351966,Not,Not
Chr05,12480000,12580000,0.373995227,0.084065227,Not,Not
Chr05,12490000,12590000,0.378187162,0.064815335,Not,Not
Chr05,12500000,12600000,0.378276999,0.053723132,Not,Not
Chr05,12510000,12610000,0.366420316,0.059930377,Not,Not
Chr05,12520000,12620000,0.322147468,0.081315731,Not,Not
Chr05,12530000,12630000,0.292109776,0.091007671,Not,Not
Chr05,12540000,12640000,0.28393946,0.098571665,Not,Not
Chr05,12550000,12650000,0.260946822,0.102148101,Not,Not
Chr05,12560000,12660000,0.257203606,0.097697751,Not,Not
Chr05,12570000,12670000,0.257378801,0.09405711,Not,Not
Chr05,12580000,12680000,0.261169356,0.095547333,Not,Not
Chr05,12590000,12690000,0.260945838,0.10398178,Not,Not
Chr05,12600000,12700000,0.280386325,0.103167178,Not,Not
Chr05,12610000,12710000,0.275674534,0.098580726,Not,Not
Chr05,12620000,12720000,0.290859153,0.091921672,Not,Not
Chr05,12630000,12730000,0.289324161,0.088624317,Not,Not
Chr05,12640000,12740000,0.292874922,0.087286142,Not,Not
Chr05,12650000,12750000,0.290336833,0.086005891,Not,Not
Chr05,12660000,12760000,0.292266308,0.083324706,Not,Not
Chr05,12670000,12770000,0.282310982,0.076042819,Not,Not
Chr05,12680000,12780000,0.281939883,0.073050026,Not,Not
Chr05,12690000,12790000,0.280451785,0.062322816,Not,Not
Chr05,12700000,12800000,0.251954241,0.063425447,Not,Not
Chr05,12710000,12810000,0.237836891,0.062619745,Not,Not
Chr05,12720000,12820000,0.231220648,0.065004733,Not,Not
Chr05,12730000,12830000,0.23482257,0.068026445,Not,Not
Chr05,12740000,12840000,0.205956014,0.071694013,Not,Not
Chr05,12750000,12850000,0.208941736,0.073004046,Not,Not
Chr05,12760000,12860000,0.211276137,0.077780982,Not,Not
Chr05,12770000,12870000,0.221043632,0.087624475,Not,Not
Chr05,12780000,12880000,0.2281964,0.098625565,Not,Not
Chr05,12790000,12890000,0.237897899,0.111799274,Not,Not
Chr05,12800000,12900000,0.232730659,0.103923125,Not,Not
Chr05,12810000,12910000,0.249303194,0.112397297,Not,Not
Chr05,12820000,12920000,0.26073075,0.122395157,Not,Not
Chr05,12830000,12930000,0.264792888,0.131313264,Not,Not
Chr05,12840000,12940000,0.277979197,0.15773993,Not,Not
Chr05,12850000,12950000,0.275402601,0.167173081,Not,Not
Chr05,12860000,12960000,0.263776231,0.181927498,Not,Not
Chr05,12870000,12970000,0.25476393,0.180578509,Not,Not
Chr05,12880000,12980000,0.234784476,0.169904132,Not,Not
Chr05,12890000,12990000,0.235625075,0.173638922,Not,Not
Chr05,12900000,13000000,0.255647195,0.200044483,Not,Not
Chr05,12910000,13010000,0.264005302,0.213806974,Not,Outlier
Chr05,12920000,13020000,0.264450087,0.209308544,Not,Outlier
Chr05,12930000,13030000,0.265468728,0.209372321,Not,Outlier
Chr05,12940000,13040000,0.250602025,0.186600766,Not,Not
Chr05,12950000,13050000,0.233601759,0.183375049,Not,Not
Chr05,12960000,13060000,0.231327597,0.179264261,Not,Not
Chr05,12970000,13070000,0.233453195,0.181011867,Not,Not
Chr05,12980000,13080000,0.215296371,0.213672095,Not,Outlier
Chr05,12990000,13090000,0.20732449,0.204883666,Not,Not
Chr05,13000000,13100000,0.189906218,0.196528048,Not,Not
Chr05,13010000,13110000,0.162526711,0.16911259,Not,Not
Chr05,13020000,13120000,0.143360548,0.165472409,Not,Not
Chr05,13030000,13130000,0.152043776,0.159558126,Not,Not
Chr05,13040000,13140000,0.17175879,0.16683589,Not,Not
Chr05,13050000,13150000,0.177989828,0.19309882,Not,Not
Chr05,13060000,13160000,0.173543624,0.219821783,Not,Outlier
Chr05,13070000,13170000,0.171502454,0.232928648,Not,Outlier
Chr05,13080000,13180000,0.180559537,0.190030936,Not,Not
Chr05,13090000,13190000,0.171502803,0.188254359,Not,Not
Chr05,13100000,13200000,0.182725133,0.18961522,Not,Not
Chr05,13110000,13210000,0.197173225,0.198476257,Not,Not
Chr05,13120000,13220000,0.184545873,0.183704659,Not,Not
Chr05,13130000,13230000,0.169618883,0.165747183,Not,Not
Chr05,13140000,13240000,0.145967465,0.151710993,Not,Not
Chr05,13150000,13250000,0.157260663,0.122570224,Not,Not
Chr05,13160000,13260000,0.161360277,0.083389892,Not,Not
Chr05,13170000,13270000,0.155233467,0.047549938,Not,Not
Chr05,13180000,13280000,0.166752264,0.056519144,Not,Not
Chr05,13190000,13290000,0.170491491,0.057788889,Not,Not
Chr05,13200000,13300000,0.173449918,0.061849763,Not,Not
Chr05,13210000,13310000,0.151443428,0.057153898,Not,Not
Chr05,13220000,13320000,0.168396684,0.059964709,Not,Not
Chr05,13230000,13330000,0.181099863,0.070823153,Not,Not
Chr05,13240000,13340000,0.201392194,0.091748646,Not,Not
Chr05,13250000,13350000,0.159905537,0.085253582,Not,Not
Chr05,13260000,13360000,0.156412115,0.094540036,Not,Not
Chr05,13270000,13370000,0.169536494,0.118769321,Not,Not
Chr05,13280000,13380000,0.189285194,0.118950058,Not,Not
Chr05,13290000,13390000,0.211367146,0.117859567,Not,Not
Chr05,13300000,13400000,0.204603571,0.114872733,Not,Not
Chr05,13310000,13410000,0.226222273,0.123853269,Not,Not
Chr05,13320000,13420000,0.237096773,0.122046166,Not,Not
Chr05,13330000,13430000,0.238282112,0.118830465,Not,Not
Chr05,13340000,13440000,0.237371924,0.11356749,Not,Not
Chr05,13350000,13450000,0.25248355,0.11735693,Not,Not
Chr05,13360000,13460000,0.250958141,0.114546139,Not,Not
Chr05,13370000,13470000,0.257010314,0.089941825,Not,Not
Chr05,13380000,13480000,0.254395621,0.07970179,Not,Not
Chr05,13390000,13490000,0.236367684,0.076486797,Not,Not
Chr05,13400000,13500000,0.276146234,0.087634503,Not,Not
Chr05,13410000,13510000,0.287964864,0.084660445,Not,Not
Chr05,13420000,13520000,0.362804692,0.085753011,Not,Not
Chr05,13430000,13530000,0.413650148,0.089021326,Not,Not
Chr05,13440000,13540000,0.433358851,0.087193869,Not,Not
Chr05,13450000,13550000,0.437028697,0.091928911,Not,Not
Chr05,13460000,13560000,0.434855636,0.086906688,Not,Not
Chr05,13470000,13570000,0.438181618,0.098426388,Outlier,Not
Chr05,13480000,13580000,0.450108065,0.106797093,Outlier,Not
Chr05,13490000,13590000,0.452139243,0.11662597,Outlier,Not
Chr05,13500000,13600000,0.428186131,0.122318008,Not,Not
Chr05,13510000,13610000,0.413642102,0.127688918,Not,Not
Chr05,13520000,13620000,0.283318101,0.118036416,Not,Not
Chr05,13530000,13630000,0.189007398,0.119638112,Not,Not
Chr05,13540000,13640000,0.104105709,0.118094779,Not,Not
Chr05,13550000,13650000,0.106981392,0.118185466,Not,Not
Chr05,13560000,13660000,0.10502081,0.132995625,Not,Not
Chr05,13570000,13670000,0.120820022,0.130172332,Not,Not
Chr05,13580000,13680000,0.138885074,0.131666924,Not,Not
Chr05,13590000,13690000,0.148308397,0.1351411,Not,Not
Chr05,13600000,13700000,0.152024178,0.127769175,Not,Not
Chr05,13610000,13710000,0.155377912,0.125097456,Not,Not
Chr05,13620000,13720000,0.171670847,0.140639729,Not,Not
Chr05,13630000,13730000,0.17665801,0.141919228,Not,Not
Chr05,13640000,13740000,0.176144485,0.147166988,Not,Not
Chr05,13650000,13750000,0.170897722,0.14582675,Not,Not
Chr05,13660000,13760000,0.173866264,0.141382642,Not,Not
Chr05,13670000,13770000,0.170019103,0.147834771,Not,Not
Chr05,13680000,13780000,0.165059382,0.145886483,Not,Not
Chr05,13690000,13790000,0.162472166,0.14075029,Not,Not
Chr05,13700000,13800000,0.149933976,0.122447964,Not,Not
Chr05,13710000,13810000,0.144302233,0.114075377,Not,Not
Chr05,13720000,13820000,0.136152525,0.108028752,Not,Not
Chr05,13730000,13830000,0.13102817,0.093207642,Not,Not
Chr05,13740000,13840000,0.135111492,0.085588727,Not,Not
Chr05,13750000,13850000,0.135041217,0.077900526,Not,Not
Chr05,13760000,13860000,0.131253391,0.068210232,Not,Not
Chr05,13770000,13870000,0.116777894,0.050973236,Not,Not
Chr05,13780000,13880000,0.103461682,0.054473599,Not,Not
Chr05,13790000,13890000,0.104783725,0.054252163,Not,Not
Chr05,13800000,13900000,0.105880942,0.066124536,Not,Not
Chr05,13810000,13910000,0.079382943,0.057977106,Not,Not
Chr05,13820000,13920000,0.085092757,0.078544365,Not,Not
Chr05,13830000,13930000,0.103827964,0.090353824,Not,Not
Chr05,13840000,13940000,0.154442235,0.092228858,Not,Not
Chr05,13850000,13950000,0.177275236,0.093302748,Not,Not
Chr05,13860000,13960000,0.184481827,0.096407409,Not,Not
Chr05,13870000,13970000,0.205365421,0.110396828,Not,Not
Chr05,13880000,13980000,0.220764049,0.117648188,Not,Not
Chr05,13890000,13990000,0.232953786,0.128270189,Not,Not
Chr05,13900000,14000000,0.256103997,0.142256359,Not,Not
Chr05,13910000,14010000,0.316801643,0.178958267,Not,Not
Chr05,13920000,14020000,0.33790244,0.162828494,Not,Not
Chr05,13930000,14030000,0.347965651,0.168333797,Not,Not
Chr05,13940000,14040000,0.309037575,0.161218203,Not,Not
Chr05,13950000,14050000,0.303451664,0.175000066,Not,Not
Chr05,13960000,14060000,0.302116501,0.177584344,Not,Not
Chr05,13970000,14070000,0.279486013,0.14746163,Not,Not
Chr05,13980000,14080000,0.207945325,0.096973419,Not,Not
Chr05,13990000,14090000,0.179168376,0.065440758,Not,Not
Chr05,14000000,14100000,0.121129831,0.022193387,Not,Not
Chr05,14010000,14110000,0.121971137,0.025297339,Not,Not
Chr05,14020000,14120000,0.125209489,0.029260628,Not,Not
Chr05,14030000,14130000,0.128283524,0.036328357,Not,Not
Chr05,14040000,14140000,0.130589128,0.041287309,Not,Not
Chr05,14050000,14150000,0.154992637,0.075182455,Not,Not
Chr05,14060000,14160000,0.17327345,0.091594525,Not,Not
Chr05,14070000,14170000,0.179389523,0.101980015,Not,Not
Chr05,14080000,14180000,0.249105111,0.137319202,Not,Not
Chr05,14090000,14190000,0.261208207,0.148980768,Not,Not
Chr05,14100000,14200000,0.264359517,0.1486118,Not,Not
Chr05,14110000,14210000,0.253210507,0.140319968,Not,Not
Chr05,14120000,14220000,0.247044638,0.141821352,Not,Not
Chr05,14130000,14230000,0.253016237,0.138524458,Not,Not
Chr05,14140000,14240000,0.248802436,0.139219482,Not,Not
Chr05,14150000,14250000,0.2437148,0.116898226,Not,Not
Chr05,14160000,14260000,0.236410266,0.097527002,Not,Not
Chr05,14170000,14270000,0.265822279,0.094966174,Not,Not
Chr05,14180000,14280000,0.201078111,0.064751189,Not,Not
Chr05,14190000,14290000,0.195073554,0.054748773,Not,Not
Chr05,14200000,14300000,0.208397461,0.057994835,Not,Not
Chr05,14210000,14310000,0.220056741,0.062600155,Not,Not
Chr05,14220000,14320000,0.220729242,0.064229404,Not,Not
Chr05,14230000,14330000,0.229392966,0.064992593,Not,Not
Chr05,14240000,14340000,0.232932144,0.063420801,Not,Not
Chr05,14250000,14350000,0.224182077,0.082924604,Not,Not
Chr05,14260000,14360000,0.216035811,0.084722858,Not,Not
Chr05,14270000,14370000,0.206454948,0.089576995,Not,Not
Chr05,14280000,14380000,0.234114618,0.100251739,Not,Not
Chr05,14290000,14390000,0.213353808,0.101113697,Not,Not
Chr05,14300000,14400000,0.192371334,0.09837117,Not,Not
Chr05,14310000,14410000,0.188494614,0.095595407,Not,Not
Chr05,14320000,14420000,0.181807754,0.094186999,Not,Not
Chr05,14330000,14430000,0.16212167,0.094066234,Not,Not
Chr05,14340000,14440000,0.148125404,0.083763061,Not,Not
Chr05,14350000,14450000,0.139444159,0.071089851,Not,Not
Chr05,14360000,14460000,0.142213845,0.06848354,Not,Not
Chr05,14370000,14470000,0.12826808,0.061340931,Not,Not
Chr05,14380000,14480000,0.135891894,0.063839511,Not,Not
Chr05,14390000,14490000,0.160724839,0.062282371,Not,Not
Chr05,14400000,14500000,0.182773962,0.065479229,Not,Not
Chr05,14410000,14510000,0.190422737,0.065147229,Not,Not
Chr05,14420000,14520000,0.19963024,0.070501133,Not,Not
Chr05,14430000,14530000,0.205171559,0.070096464,Not,Not
Chr05,14440000,14540000,0.26870331,0.085994706,Not,Not
Chr05,14450000,14550000,0.295549916,0.082730846,Not,Not
Chr05,14460000,14560000,0.296597843,0.081068021,Not,Not
Chr05,14470000,14570000,0.287021575,0.075370574,Not,Not
Chr05,14480000,14580000,0.293540293,0.087440559,Not,Not
Chr05,14490000,14590000,0.294970284,0.084701901,Not,Not
Chr05,14500000,14600000,0.293536833,0.082171029,Not,Not
Chr05,14510000,14610000,0.296237363,0.079989894,Not,Not
Chr05,14520000,14620000,0.294042012,0.064345827,Not,Not
Chr05,14530000,14630000,0.306820159,0.061782829,Not,Not
Chr05,14540000,14640000,0.269262435,0.055887162,Not,Not
Chr05,14550000,14650000,0.261545596,0.057245561,Not,Not
Chr05,14560000,14660000,0.271592924,0.056372806,Not,Not
Chr05,14570000,14670000,0.271727334,0.054622408,Not,Not
Chr05,14580000,14680000,0.212632749,0.030812998,Not,Not
Chr05,14590000,14690000,0.201684315,0.029996172,Not,Not
Chr05,14600000,14700000,0.19045805,0.027794399,Not,Not
Chr05,14610000,14710000,0.183507194,0.027811811,Not,Not
Chr05,14620000,14720000,0.17704063,0.033753337,Not,Not
Chr05,14630000,14730000,0.169540432,0.032741274,Not,Not
Chr05,14640000,14740000,0.159420321,0.029707422,Not,Not
Chr05,14650000,14750000,0.148636469,0.031390847,Not,Not
Chr05,14660000,14760000,0.140956565,0.034781954,Not,Not
Chr05,14670000,14770000,0.144897056,0.037061742,Not,Not
Chr05,14680000,14780000,0.180047426,0.049032289,Not,Not
Chr05,14690000,14790000,0.182573996,0.049256687,Not,Not
Chr05,14700000,14800000,0.187238456,0.053115999,Not,Not
Chr05,14710000,14810000,0.183612,0.058504668,Not,Not
Chr05,14720000,14820000,0.183811983,0.060834356,Not,Not
Chr05,14730000,14830000,0.176705228,0.066088459,Not,Not
Chr05,14740000,14840000,0.181570778,0.072716899,Not,Not
Chr05,14750000,14850000,0.178948869,0.075112957,Not,Not
Chr05,14760000,14860000,0.167491072,0.074613361,Not,Not
Chr05,14770000,14870000,0.149411126,0.073829905,Not,Not
Chr05,14780000,14880000,0.140647254,0.069268606,Not,Not
Chr05,14790000,14890000,0.125206657,0.064037672,Not,Not
Chr05,14800000,14900000,0.108103876,0.052199899,Not,Not
Chr05,14810000,14910000,0.10506112,0.046936404,Not,Not
Chr05,14820000,14920000,0.106871638,0.047407852,Not,Not
Chr05,14830000,14930000,0.106286434,0.047210562,Not,Not
Chr05,14840000,14940000,0.117993098,0.045053153,Not,Not
Chr05,14850000,14950000,0.11819965,0.041311887,Not,Not
Chr05,14860000,14960000,0.120290643,0.042672489,Not,Not
Chr05,14870000,14970000,0.121956068,0.044597073,Not,Not
Chr05,14880000,14980000,0.118567411,0.043834926,Not,Not
Chr05,14890000,14990000,0.116960516,0.045956334,Not,Not
Chr05,14900000,15000000,0.129317181,0.058265142,Not,Not
Chr05,14910000,15010000,0.136351643,0.05992845,Not,Not
Chr05,14920000,15020000,0.163584617,0.060144973,Not,Not
Chr05,14930000,15030000,0.176151164,0.064004771,Not,Not
Chr05,14940000,15040000,0.166099812,0.069704209,Not,Not
Chr05,14950000,15050000,0.164124809,0.070277808,Not,Not
Chr05,14960000,15060000,0.208166908,0.068354914,Not,Not
Chr05,14970000,15070000,0.234327389,0.070121321,Not,Not
Chr05,14980000,15080000,0.248985385,0.071845044,Not,Not
Chr05,14990000,15090000,0.260708313,0.06760801,Not,Not
Chr05,15000000,15100000,0.267607605,0.060144732,Not,Not
Chr05,15010000,15110000,0.214977986,0.076651657,Not,Not
Chr05,15020000,15120000,0.191577047,0.079301751,Not,Not
Chr05,15030000,15130000,0.175268361,0.092192162,Not,Not
Chr05,15040000,15140000,0.174932882,0.092718271,Not,Not
Chr05,15050000,15150000,0.167026083,0.088880982,Not,Not
Chr05,15060000,15160000,0.119515511,0.086356663,Not,Not
Chr05,15070000,15170000,0.10279993,0.089635433,Not,Not
Chr05,15080000,15180000,0.104414123,0.089734657,Not,Not
Chr05,15090000,15190000,0.093846624,0.093641437,Not,Not
Chr05,15100000,15200000,0.094538607,0.093216506,Not,Not
Chr05,15110000,15210000,0.107978555,0.086349082,Not,Not
Chr05,15120000,15220000,0.107269058,0.083463254,Not,Not
Chr05,15130000,15230000,0.114905211,0.080804154,Not,Not
Chr05,15140000,15240000,0.113852419,0.081593579,Not,Not
Chr05,15150000,15250000,0.116376448,0.084465181,Not,Not
Chr05,15160000,15260000,0.118336599,0.091524206,Not,Not
Chr05,15170000,15270000,0.112751086,0.089018871,Not,Not
Chr05,15180000,15280000,0.110877093,0.096881076,Not,Not
Chr05,15190000,15290000,0.113536951,0.097536473,Not,Not
Chr05,15200000,15300000,0.116463423,0.097008352,Not,Not
Chr05,15210000,15310000,0.119657797,0.09972122,Not,Not
Chr05,15220000,15320000,0.12955319,0.110389255,Not,Not
Chr05,15230000,15330000,0.13287159,0.106190884,Not,Not
Chr05,15240000,15340000,0.132335492,0.104777441,Not,Not
Chr05,15250000,15350000,0.133298887,0.105941473,Not,Not
Chr05,15260000,15360000,0.129018943,0.104897213,Not,Not
Chr05,15270000,15370000,0.137892087,0.10588122,Not,Not
Chr05,15280000,15380000,0.139041326,0.103340626,Not,Not
Chr05,15290000,15390000,0.136229479,0.101338381,Not,Not
Chr05,15300000,15400000,0.141834991,0.10101053,Not,Not
Chr05,15310000,15410000,0.139584788,0.100667993,Not,Not
Chr05,15320000,15420000,0.136042299,0.098010462,Not,Not
Chr05,15330000,15430000,0.137594712,0.099396374,Not,Not
Chr05,15340000,15440000,0.136797974,0.09985128,Not,Not
Chr05,15350000,15450000,0.141148292,0.099126997,Not,Not
Chr05,15360000,15460000,0.167560746,0.099935099,Not,Not
Chr05,15370000,15470000,0.181287038,0.103073233,Not,Not
Chr05,15380000,15480000,0.180794895,0.098827715,Not,Not
Chr05,15390000,15490000,0.18259445,0.099815632,Not,Not
Chr05,15400000,15500000,0.178804344,0.105496919,Not,Not
Chr05,15410000,15510000,0.189638829,0.103824134,Not,Not
Chr05,15420000,15520000,0.188501093,0.089213006,Not,Not
Chr05,15430000,15530000,0.184020302,0.078917365,Not,Not
Chr05,15440000,15540000,0.191071802,0.078633641,Not,Not
Chr05,15450000,15550000,0.192765599,0.076092939,Not,Not
Chr05,15460000,15560000,0.189845017,0.073561145,Not,Not
Chr05,15470000,15570000,0.197452989,0.070760726,Not,Not
Chr05,15480000,15580000,0.204230647,0.070426065,Not,Not
Chr05,15490000,15590000,0.219675771,0.072708987,Not,Not
Chr05,15500000,15600000,0.226326369,0.072655681,Not,Not
Chr05,15510000,15610000,0.223804469,0.071550251,Not,Not
Chr05,15520000,15620000,0.229062623,0.075677625,Not,Not
Chr05,15530000,15630000,0.20474908,0.065822748,Not,Not
Chr05,15540000,15640000,0.195122185,0.061780285,Not,Not
Chr05,15550000,15650000,0.193784061,0.063010441,Not,Not
Chr05,15560000,15660000,0.197324926,0.063898259,Not,Not
Chr05,15570000,15670000,0.194014547,0.06735471,Not,Not
Chr05,15580000,15680000,0.192731492,0.068696327,Not,Not
Chr05,15590000,15690000,0.175934071,0.066834362,Not,Not
Chr05,15600000,15700000,0.18015747,0.06454551,Not,Not
Chr05,15610000,15710000,0.181248438,0.063637225,Not,Not
Chr05,15620000,15720000,0.174433061,0.062375522,Not,Not
Chr05,15630000,15730000,0.202461062,0.083285775,Not,Not
Chr05,15640000,15740000,0.189778311,0.08310986,Not,Not
Chr05,15650000,15750000,0.186020437,0.086455318,Not,Not
Chr05,15660000,15760000,0.184772791,0.088479708,Not,Not
Chr05,15670000,15770000,0.216460496,0.082821534,Not,Not
Chr05,15680000,15780000,0.221323509,0.081115057,Not,Not
Chr05,15690000,15790000,0.21851072,0.080507557,Not,Not
Chr05,15700000,15800000,0.216934017,0.08061981,Not,Not
Chr05,15710000,15810000,0.224640801,0.078698741,Not,Not
Chr05,15720000,15820000,0.230727341,0.077823883,Not,Not
Chr05,15730000,15830000,0.239188188,0.070399979,Not,Not
Chr05,15740000,15840000,0.300708607,0.073300416,Not,Not
Chr05,15750000,15850000,0.320860684,0.071959633,Not,Not
Chr05,15760000,15860000,0.316212189,0.069623314,Not,Not
Chr05,15770000,15870000,0.279310053,0.076968372,Not,Not
Chr05,15780000,15880000,0.262437699,0.087096477,Not,Not
Chr05,15790000,15890000,0.265441525,0.089549394,Not,Not
Chr05,15800000,15900000,0.235819185,0.079702448,Not,Not
Chr05,15810000,15910000,0.212284862,0.078495332,Not,Not
Chr05,15820000,15920000,0.209510996,0.074438618,Not,Not
Chr05,15830000,15930000,0.201596456,0.077322895,Not,Not
Chr05,15840000,15940000,0.129329667,0.077113357,Not,Not
Chr05,15850000,15950000,0.103984758,0.071555452,Not,Not
Chr05,15860000,15960000,0.115634952,0.069365198,Not,Not
Chr05,15870000,15970000,0.127367092,0.061312208,Not,Not
Chr05,15880000,15980000,0.147214062,0.043713244,Not,Not
Chr05,15890000,15990000,0.161617856,0.037152269,Not,Not
Chr05,15900000,16000000,0.18459427,0.039819981,Not,Not
Chr05,15910000,16010000,0.214430579,0.035482334,Not,Not
Chr05,15920000,16020000,0.240889769,0.078806621,Not,Not
Chr05,15930000,16030000,0.234303772,0.077483347,Not,Not
Chr05,15940000,16040000,0.23571224,0.121934968,Not,Not
Chr05,15950000,16050000,0.238025799,0.146716368,Not,Not
Chr05,15960000,16060000,0.235633027,0.157672242,Not,Not
Chr05,15970000,16070000,0.236660042,0.161686152,Not,Not
Chr05,15980000,16080000,0.228507612,0.169309242,Not,Not
Chr05,15990000,16090000,0.208204996,0.184248953,Not,Not
Chr05,16000000,16100000,0.222835688,0.204407126,Not,Not
Chr05,16010000,16110000,0.232267439,0.210031841,Not,Outlier
Chr05,16020000,16120000,0.205454603,0.197974573,Not,Not
Chr05,16030000,16130000,0.217191096,0.21600805,Not,Outlier
Chr05,16040000,16140000,0.225601804,0.202412996,Not,Not
Chr05,16050000,16150000,0.238427186,0.185700809,Not,Not
Chr05,16060000,16160000,0.222128649,0.172176356,Not,Not
Chr05,16070000,16170000,0.215232967,0.187852979,Not,Not
Chr05,16080000,16180000,0.233076063,0.196074072,Not,Not
Chr05,16090000,16190000,0.26590557,0.204370126,Not,Not
Chr05,16100000,16200000,0.262635314,0.188468438,Not,Not
Chr05,16110000,16210000,0.250785665,0.178568501,Not,Not
Chr05,16120000,16220000,0.251539452,0.184011202,Not,Not
Chr05,16130000,16230000,0.221929384,0.16461787,Not,Not
Chr05,16140000,16240000,0.20746733,0.161132446,Not,Not
Chr05,16150000,16250000,0.204952383,0.162279819,Not,Not
Chr05,16160000,16260000,0.210006986,0.181604321,Not,Not
Chr05,16170000,16270000,0.201811507,0.177890636,Not,Not
Chr05,16180000,16280000,0.188006091,0.175971635,Not,Not
Chr05,16190000,16290000,0.197288886,0.142095549,Not,Not
Chr05,16200000,16300000,0.189627324,0.152215407,Not,Not
Chr05,16210000,16310000,0.185589609,0.153016848,Not,Not
Chr05,16220000,16320000,0.180599586,0.147540531,Not,Not
