Ka,Ks,Ka/Ks,HAP1,HAP2,Start,Stop,Chromosome_real,Chromosome,Start_real,Stop_real,Compartment
0.00737821,0.0120026,0.614717,OIIa.chrY.v1.g380600.t1,OIIb.chrX.v1.g406470.t1,19410003,19410227,ChrX,otto_ChrX,19410003,19410227,PAR
0.00546039,0.000121595,44.9064,OIIa.chrY.v1.g380610.t1,OIIb.chrX.v1.g406480.t1,19420751,19422720,ChrX,otto_ChrX,19420751,19422720,PAR
0.00339616,0.0399184,0.0850776,OIIa.chrY.v1.g380620.t1,OIIb.chrX.v1.g406490.t1,19424999,19426222,ChrX,otto_ChrX,19424999,19426222,PAR
0.0116958,0.0144993,0.806646,OIIa.chrY.v1.g380630.t1,OIIb.chrX.v1.g406500.t1,19429582,19430949,ChrX,otto_ChrX,19429582,19430949,PAR
0.00130668,0.00141984,0.920306,OIIa.chrY.v1.g380640.t1,OIIb.chrX.v1.g406520.t1,19465515,19469597,ChrX,otto_ChrX,19465515,19469597,PAR
0.00153483,0.021692,0.0707556,OIIa.chrY.v1.g380650.t1,OIIb.chrX.v1.g406530.t1,19500104,19504353,ChrX,otto_ChrX,19500104,19504353,PAR
0.00412649,0.0151598,0.272199,OIIa.chrY.v1.g380680.t1,OIIb.chrX.v1.g406550.t1,19574642,19576075,ChrX,otto_ChrX,19574642,19576075,PAR
0.000451151,0.0431562,0.0104539,OIIa.chrY.v1.g380700.t1,OIIb.chrX.v1.g406560.t1,19599352,19605873,ChrX,otto_ChrX,19599352,19605873,PAR
0.00259146,0.0526947,0.0491788,OIIa.chrY.v1.g380710.t1,OIIb.chrX.v1.g406570.t1,19608426,19615032,ChrX,otto_ChrX,19608426,19615032,PAR
0.00464645,0.0199399,0.233022,OIIa.chrY.v1.g380770.t1,OIIb.chrX.v1.g406700.t1,19724077,19727669,ChrX,otto_ChrX,19724077,19727669,PAR
0.00486422,0.0145204,0.334992,OIIa.chrY.v1.g380780.t1,OIIb.chrX.v1.g406710.t1,19735517,19741802,ChrX,otto_ChrX,19735517,19741802,PAR
0.00373731,0.00413902,0.902945,OIIa.chrY.v1.g380800.t1,OIIb.chrX.v1.g406720.t1,19770463,19777125,ChrX,otto_ChrX,19770463,19777125,PAR
0.00290233,0.010275,0.282466,OIIa.chrY.v1.g380810.t1,OIIb.chrX.v1.g406730.t1,19792052,19797617,ChrX,otto_ChrX,19792052,19797617,PAR
NA,NA,NA,OIIa.chrY.v1.g380820.t1,OIIb.chrX.v1.g406740.t1,19825337,19831688,ChrX,otto_ChrX,19825337,19831688,PAR
0.00157009,0.00255507,0.6145,OIIa.chrY.v1.g380830.t1,OIIb.chrX.v1.g406750.t1,19856957,19862160,ChrX,otto_ChrX,19856957,19862160,PAR
NA,NA,NA,OIIa.chrY.v1.g380840.t1,OIIb.chrX.v1.g406760.t1,19878621,19881093,ChrX,otto_ChrX,19878621,19881093,PAR
NA,NA,NA,OIIa.chrY.v1.g380850.t1,OIIb.chrX.v1.g406770.t1,19882455,19886149,ChrX,otto_ChrX,19882455,19886149,PAR
NA,NA,NA,OIIa.chrY.v1.g380860.t1,OIIb.chrX.v1.g406780.t1,19972414,19972905,ChrX,otto_ChrX,19972414,19972905,PAR
1.87E-05,0.0187299,0.001,OIIa.chrY.v1.g380870.t1,OIIb.chrX.v1.g406790.t1,19996372,19997470,ChrX,otto_ChrX,19996372,19997470,PAR
NA,NA,NA,OIIa.chrY.v1.g380880.t1,OIIb.chrX.v1.g406800.t1,20002930,20005814,ChrX,otto_ChrX,20002930,20005814,PAR
0.00169691,0.0453523,0.0374161,OIIa.chrY.v1.g380890.t1,OIIb.chrX.v1.g406810.t1,20013312,20019345,ChrX,otto_ChrX,20013312,20019345,PAR
1.41E-05,0.0141411,0.001,OIIa.chrY.v1.g380900.t1,OIIb.chrX.v1.g406820.t1,20047511,20048422,ChrX,otto_ChrX,20047511,20048422,PAR
0.0019501,0.0373819,0.052167,OIIa.chrY.v1.g380930.t1,OIIb.chrX.v1.g406830.t1,20060512,20066234,ChrX,otto_ChrX,20060512,20066234,PAR
3.62E-05,0.0362093,0.001,OIIa.chrY.v1.g380940.t1,OIIb.chrX.v1.g406840.t1,20089445,20093046,ChrX,otto_ChrX,20089445,20093046,PAR
0.00535285,0.0119192,0.449094,OIIa.chrY.v1.g380950.t1,OIIb.chrX.v1.g406850.t1,20094070,20096259,ChrX,otto_ChrX,20094070,20096259,PAR
0.00307501,0.0193116,0.159232,OIIa.chrY.v1.g380970.t1,OIIb.chrX.v1.g406900.t1,20115043,20123671,ChrX,otto_ChrX,20115043,20123671,PAR
3.54E-06,0.0035404,0.001,OIIa.chrY.v1.g380980.t1,OIIb.chrX.v1.g406910.t1,20128177,20129661,ChrX,otto_ChrX,20128177,20129661,PAR
0.00174553,0.0123183,0.141702,OIIa.chrY.v1.g381000.t1,OIIb.chrX.v1.g406950.t1,20177413,20185103,ChrX,otto_ChrX,20177413,20185103,PAR
0.00530797,0.0135095,0.392907,OIIa.chrY.v1.g381010.t1,OIIb.chrX.v1.g406960.t1,20186464,20188227,ChrX,otto_ChrX,20186464,20188227,PAR
3.09E-06,0.00309181,0.001,OIIa.chrY.v1.g381020.t1,OIIb.chrX.v1.g406970.t1,20190158,20193147,ChrX,otto_ChrX,20190158,20193147,PAR
0.00516868,0.183385,0.0281848,OIIa.chrY.v1.g381030.t1,OIIb.chrX.v1.g406980.t1,20194854,20196567,ChrX,otto_ChrX,20194854,20196567,PAR
0.00274284,0.0227779,0.120417,OIIa.chrY.v1.g381040.t1,OIIb.chrX.v1.g406990.t1,20204175,20204735,ChrX,otto_ChrX,20204175,20204735,PAR
0.0085529,0.000171067,49.9974,OIIa.chrY.v1.g381060.t1,OIIb.chrX.v1.g407010.t1,20249008,20249892,ChrX,otto_ChrX,20249008,20249892,PAR
1.47E-05,0.0147426,0.001,OIIa.chrY.v1.g381070.t1,OIIb.chrX.v1.g407020.t1,20253626,20257183,ChrX,otto_ChrX,20253626,20257183,PAR
6.65E-06,0.00665106,0.001,OIIa.chrY.v1.g381080.t1,OIIb.chrX.v1.g407030.t1,20258539,20263397,ChrX,otto_ChrX,20258539,20263397,PAR
NA,NA,NA,OIIa.chrY.v1.g381090.t1,OIIb.chrX.v1.g407040.t1,20288069,20291027,ChrX,otto_ChrX,20288069,20291027,PAR
NA,NA,NA,OIIa.chrY.v1.g381100.t1,OIIb.chrX.v1.g407050.t1,20346308,20351430,ChrX,otto_ChrX,20346308,20351430,PAR
0.000595664,1.19E-05,50,OIIa.chrY.v1.g381110.t1,OIIb.chrX.v1.g407060.t1,20373742,20377251,ChrX,otto_ChrX,20373742,20377251,PAR
NA,NA,NA,OIIa.chrY.v1.g381120.t1,OIIb.chrX.v1.g407080.t1,20401337,20404775,ChrX,otto_ChrX,20401337,20404775,PAR
NA,NA,NA,OIIa.chrY.v1.g381130.t1,OIIb.chrX.v1.g407090.t1,20420789,20421409,ChrX,otto_ChrX,20420789,20421409,PAR
NA,NA,NA,OIIa.chrY.v1.g381150.t1,OIIb.chrX.v1.g407100.t1,20434608,20434826,ChrX,otto_ChrX,20434608,20434826,PAR
0.00385801,0.00435814,0.885242,OIIa.chrY.v1.g381160.t1,OIIb.chrX.v1.g407110.t1,20539916,20543395,ChrX,otto_ChrX,20539916,20543395,PAR
0.00072716,0.00430184,0.169035,OIIa.chrY.v1.g381170.t1,OIIb.chrX.v1.g407120.t1,20621561,20623567,ChrX,otto_ChrX,20621561,20623567,PAR
NA,NA,NA,OIIa.chrY.v1.g381180.t1,OIIb.chrX.v1.g407130.t1,20630727,20633761,ChrX,otto_ChrX,20630727,20633761,PAR
0.00250176,5.14E-05,48.628,OIIa.chrY.v1.g381200.t1,OIIb.chrX.v1.g407140.t1,20663237,20667173,ChrX,otto_ChrX,20663237,20667173,PAR
4.04E-06,0.00403713,0.001,OIIa.chrY.v1.g381210.t1,OIIb.chrX.v1.g407150.t1,20668807,20671403,ChrX,otto_ChrX,20668807,20671403,PAR
0.014831,0.000296619,50,OIIa.chrY.v1.g381270.t1,OIIb.chrX.v1.g407180.t1,20985580,20986190,ChrX,otto_ChrX,20985580,20986190,PAR
0.00698252,0.00848497,0.822928,OIIa.chrY.v1.g381280.t1,OIIb.chrX.v1.g407210.t1,21109341,21109972,ChrX,otto_ChrX,21109341,21109972,PAR
NA,NA,NA,OIIa.chrY.v1.g381290.t1,OIIb.chrX.v1.g407390.t1,21304207,21304872,ChrX,otto_ChrX,21304207,21304872,PAR
NA,NA,NA,OIIa.chrY.v1.g381310.t1,OIIb.chrX.v1.g407410.t1,21471880,21472514,ChrX,otto_ChrX,21471880,21472514,PAR
0.00204051,0.0363383,0.0561531,OIIa.chrY.v1.g381320.t1,OIIb.chrX.v1.g407420.t1,21531680,21534143,ChrX,otto_ChrX,21531680,21534143,PAR
0.0013996,0.0041812,0.334737,OIIa.chrY.v1.g381330.t1,OIIb.chrX.v1.g407430.t1,21534472,21543358,ChrX,otto_ChrX,21534472,21543358,PAR
0.00339332,0.0364438,0.0931111,OIIa.chrY.v1.g381340.t1,OIIb.chrX.v1.g407440.t1,21567014,21569659,ChrX,otto_ChrX,21567014,21569659,PAR
0.00230664,0.028175,0.0818685,OIIa.chrY.v1.g381350.t1,OIIb.chrX.v1.g407450.t1,21570435,21578751,ChrX,otto_ChrX,21570435,21578751,PAR
0.0199319,0.0271173,0.735025,OIIa.chrY.v1.g381390.t1,OIIb.chrX.v1.g407470.t1,21639931,21640167,ChrX,otto_ChrX,21639931,21640167,PAR
9.84E-06,0.00983985,0.001,OIIa.chrY.v1.g381400.t1,OIIb.chrX.v1.g407490.t1,21676436,21677616,ChrX,otto_ChrX,21676436,21677616,PAR
0.00317295,0.00424627,0.747234,OIIa.chrY.v1.g381410.t1,OIIb.chrX.v1.g407510.t1,21689885,21691078,ChrX,otto_ChrX,21689885,21691078,PAR
0.00318272,0.0264864,0.120164,OIIa.chrY.v1.g381440.t1,OIIb.chrX.v1.g407520.t1,21779741,21780427,ChrX,otto_ChrX,21779741,21780427,PAR
0.00154139,0.0120532,0.127882,OIIa.chrY.v1.g381450.t1,OIIb.chrX.v1.g407550.t1,21799912,21810048,ChrX,otto_ChrX,21799912,21810048,PAR
0.00123235,0.0308923,0.039892,OIIa.chrY.v1.g381460.t1,OIIb.chrX.v1.g407560.t1,21811245,21812886,ChrX,otto_ChrX,21811245,21812886,PAR
0.00928309,0.0278005,0.333918,OIIa.chrY.v1.g381470.t1,OIIb.chrX.v1.g407570.t1,21815504,21817075,ChrX,otto_ChrX,21815504,21817075,PAR
4.04E-05,0.0404293,0.001,OIIa.chrY.v1.g381480.t1,OIIb.chrX.v1.g407580.t1,21818244,21820685,ChrX,otto_ChrX,21818244,21820685,PAR
0.00242929,0.00422697,0.574712,OIIa.chrY.v1.g381490.t1,OIIb.chrX.v1.g407610.t1,21849613,21854341,ChrX,otto_ChrX,21849613,21854341,PAR
0.00808961,0.0439037,0.184258,OIIa.chrY.v1.g381510.t1,OIIb.chrX.v1.g407620.t1,21881307,21882863,ChrX,otto_ChrX,21881307,21882863,PAR
3.27E-06,0.00326946,0.001,OIIa.chrY.v1.g381520.t1,OIIb.chrX.v1.g407630.t1,21883731,21887195,ChrX,otto_ChrX,21883731,21887195,PAR
0.00534234,0.0197399,0.270637,OIIa.chrY.v1.g381530.t1,OIIb.chrX.v1.g407640.t1,21893199,21896000,ChrX,otto_ChrX,21893199,21896000,PAR
0.00351268,0.052182,0.0673159,OIIa.chrY.v1.g381540.t1,OIIb.chrX.v1.g407650.t1,21896260,21899744,ChrX,otto_ChrX,21896260,21899744,PAR
0.0018781,0.0344935,0.054448,OIIa.chrY.v1.g381550.t1,OIIb.chrX.v1.g407660.t1,21926295,21927788,ChrX,otto_ChrX,21926295,21927788,PAR
0.00156979,0.0179487,0.0874598,OIIa.chrY.v1.g381580.t1,OIIb.chrX.v1.g407670.t1,21930819,21932435,ChrX,otto_ChrX,21930819,21932435,PAR
0.00415886,0.0307974,0.135039,OIIa.chrY.v1.g381590.t1,OIIb.chrX.v1.g407680.t1,21933506,21941073,ChrX,otto_ChrX,21933506,21941073,PAR
0.0776077,0.266919,0.290754,OIIa.chrY.v1.g381620.t1,OIIb.chrX.v1.g407690.t1,21982608,21982931,ChrX,otto_ChrX,21982608,21982931,PAR
0.00256128,0.010745,0.23837,OIIa.chrY.v1.g381630.t1,OIIb.chrX.v1.g407700.t1,21993775,21994299,ChrX,otto_ChrX,21993775,21994299,PAR
0.00496223,0.0212514,0.233502,OIIa.chrY.v1.g381640.t1,OIIb.chrX.v1.g407710.t1,21996285,21999546,ChrX,otto_ChrX,21996285,21999546,PAR
0.00753806,0.0253234,0.297672,OIIa.chrY.v1.g381650.t1,OIIb.chrX.v1.g407720.t1,22005566,22006159,ChrX,otto_ChrX,22005566,22006159,PAR
0.0265366,0.0113308,2.34199,OIIa.chrY.v1.g381660.t1,OIIb.chrX.v1.g407730.t1,22020166,22023489,ChrX,otto_ChrX,22020166,22023489,PAR
1.72E-05,0.0172354,0.001,OIIa.chrY.v1.g381670.t1,OIIb.chrX.v1.g407750.t1,22025012,22029104,ChrX,otto_ChrX,22025012,22029104,PAR
0.00160857,0.0143817,0.111848,OIIa.chrY.v1.g381680.t1,OIIb.chrX.v1.g407760.t1,22113204,22114058,ChrX,otto_ChrX,22113204,22114058,PAR
3.29E-05,0.0329455,0.001,OIIa.chrY.v1.g381720.t1,OIIb.chrX.v1.g407840.t1,22369587,22374245,ChrX,otto_ChrX,22369587,22374245,PAR
0.00255882,0.0496542,0.0515329,OIIa.chrY.v1.g381730.t1,OIIb.chrX.v1.g407850.t1,22376096,22379395,ChrX,otto_ChrX,22376096,22379395,PAR
0.00715754,0.0281181,0.254553,OIIa.chrY.v1.g381740.t1,OIIb.chrX.v1.g407860.t1,22384030,22386707,ChrX,otto_ChrX,22384030,22386707,PAR
0.0138793,0.00695664,1.99512,OIIa.chrY.v1.g381750.t1,OIIb.chrX.v1.g407870.t1,22392803,22393318,ChrX,otto_ChrX,22392803,22393318,PAR
0.00211811,0.0188949,0.112099,OIIa.chrY.v1.g381780.t1,OIIb.chrX.v1.g407900.t1,22402169,22403389,ChrX,otto_ChrX,22402169,22403389,PAR
0.00157655,0.00233404,0.675457,OIIa.chrY.v1.g381790.t1,OIIb.chrX.v1.g407910.t1,22414067,22416436,ChrX,otto_ChrX,22414067,22416436,PAR
0.00526921,0.0137945,0.381978,OIIa.chrY.v1.g381800.t1,OIIb.chrX.v1.g407920.t1,22417729,22419642,ChrX,otto_ChrX,22417729,22419642,PAR
0.00047185,0.0260621,0.0181048,OIIa.chrY.v1.g381810.t1,OIIb.chrX.v1.g407930.t1,22427836,22432938,ChrX,otto_ChrX,22427836,22432938,PAR
0.00140364,0.00517367,0.271304,OIIa.chrY.v1.g381820.t1,OIIb.chrX.v1.g407940.t1,22435576,22440726,ChrX,otto_ChrX,22435576,22440726,PAR
0.00174399,0.0219148,0.0795804,OIIa.chrY.v1.g381840.t1,OIIb.chrX.v1.g407960.t1,22468809,22472107,ChrX,otto_ChrX,22468809,22472107,PAR
0.0039968,0.0295365,0.135317,OIIa.chrY.v1.g381860.t1,OIIb.chrX.v1.g408000.t1,22525771,22529713,ChrX,otto_ChrX,22525771,22529713,PAR
5.30E-06,0.00530262,0.001,OIIa.chrY.v1.g381870.t1,OIIb.chrX.v1.g408010.t1,22533016,22538665,ChrX,otto_ChrX,22533016,22538665,PAR
0.00168704,0.0285258,0.0591409,OIIa.chrY.v1.g381880.t1,OIIb.chrX.v1.g408040.t1,22568681,22571203,ChrX,otto_ChrX,22568681,22571203,PAR
0.00501107,0.0228582,0.219224,OIIa.chrY.v1.g381900.t1,OIIb.chrX.v1.g408050.t1,22575074,22582867,ChrX,otto_ChrX,22575074,22582867,PAR
0.00132578,0.0103791,0.127735,OIIa.chrY.v1.g381910.t1,OIIb.chrX.v1.g408060.t1,22599004,22606124,ChrX,otto_ChrX,22599004,22606124,PAR
0.0051832,0.0515322,0.100582,OIIa.chrY.v1.g381950.t1,OIIb.chrX.v1.g408070.t1,22627504,22627806,ChrX,otto_ChrX,22627504,22627806,PAR
0.00484103,0.0472772,0.102397,OIIa.chrY.v1.g381960.t1,OIIb.chrX.v1.g408080.t1,22629973,22631844,ChrX,otto_ChrX,22629973,22631844,PAR
0.00107895,0.0465113,0.0231976,OIIa.chrY.v1.g381970.t1,OIIb.chrX.v1.g408090.t1,22635361,22638474,ChrX,otto_ChrX,22635361,22638474,PAR
0.0365853,0.0347428,1.05303,OIIa.chrY.v1.g381980.t1,OIIb.chrX.v1.g408100.t1,22639394,22639858,ChrX,otto_ChrX,22639394,22639858,PAR
0.0255197,0.0921319,0.276991,OIIa.chrY.v1.g381990.t1,OIIb.chrX.v1.g408110.t1,22642443,22643468,ChrX,otto_ChrX,22642443,22643468,PAR
0.00104438,0.0138712,0.075291,OIIa.chrY.v1.g382000.t1,OIIb.chrX.v1.g408120.t1,22644842,22646362,ChrX,otto_ChrX,22644842,22646362,PAR
0.00309888,0.0778618,0.0397997,OIIa.chrY.v1.g382010.t1,OIIb.chrX.v1.g408130.t1,22652700,22654366,ChrX,otto_ChrX,22652700,22654366,PAR
0.00229394,0.0389331,0.0589199,OIIa.chrY.v1.g382020.t1,OIIb.chrX.v1.g408140.t1,22655281,22657016,ChrX,otto_ChrX,22655281,22657016,PAR
0.0323247,0.0875512,0.369209,OIIa.chrY.v1.g382030.t1,OIIb.chrX.v1.g408150.t1,22670427,22670873,ChrX,otto_ChrX,22670427,22670873,PAR
0.0066927,0.000134428,49.7864,OIIa.chrY.v1.g382050.t1,OIIb.chrX.v1.g408160.t1,22687842,22688219,ChrX,otto_ChrX,22687842,22688219,PAR
0.00302395,0.0163482,0.184972,OIIa.chrY.v1.g382060.t1,OIIb.chrX.v1.g408170.t1,22700394,22704491,ChrX,otto_ChrX,22700394,22704491,PAR
0.00832437,0.0153987,0.54059,OIIa.chrY.v1.g382090.t1,OIIb.chrX.v1.g408200.t1,22728666,22729709,ChrX,otto_ChrX,22728666,22729709,PAR
0.00709732,0.0197933,0.358572,OIIa.chrY.v1.g382150.t1,OIIb.chrX.v1.g408230.t1,22745334,22748309,ChrX,otto_ChrX,22745334,22748309,PAR
4.18E-06,0.00417693,0.001,OIIa.chrY.v1.g382160.t1,OIIb.chrX.v1.g408260.t1,22775230,22779432,ChrX,otto_ChrX,22775230,22779432,PAR
0.00231047,0.00424835,0.543851,OIIa.chrY.v1.g382170.t1,OIIb.chrX.v1.g408290.t1,22801750,22802460,ChrX,otto_ChrX,22801750,22802460,PAR
NA,NA,NA,OIIa.chrY.v1.g382180.t1,OIIb.chrX.v1.g408330.t1,22818790,22821880,ChrX,otto_ChrX,22818790,22821880,PAR
0.00226362,0.0255412,0.0886263,OIIa.chrY.v1.g382190.t1,OIIb.chrX.v1.g408340.t1,22837712,22843345,ChrX,otto_ChrX,22837712,22843345,PAR
0.0094861,0.000209056,45.3758,OIIa.chrY.v1.g382200.t1,OIIb.chrX.v1.g408350.t1,22861660,22862148,ChrX,otto_ChrX,22861660,22862148,PAR
2.72E-05,0.0271968,0.001,OIIa.chrY.v1.g382210.t1,OIIb.chrX.v1.g408400.t1,22884995,22893715,ChrX,otto_ChrX,22884995,22893715,PAR
0.0107237,0.0103986,1.03127,OIIa.chrY.v1.g382220.t1,OIIb.chrX.v1.g408410.t1,22914700,22915945,ChrX,otto_ChrX,22914700,22915945,PAR
0.00164228,3.28E-05,50,OIIa.chrY.v1.g382230.t1,OIIb.chrX.v1.g408420.t1,22917980,22919758,ChrX,otto_ChrX,22917980,22919758,PAR
0.0048655,0.0283527,0.171606,OIIa.chrY.v1.g382240.t1,OIIb.chrX.v1.g408430.t1,22950177,22956569,ChrX,otto_ChrX,22950177,22956569,PAR
4.34E-05,0.0434083,0.001,OIIa.chrY.v1.g382250.t1,OIIb.chrX.v1.g408440.t1,22998223,22999068,ChrX,otto_ChrX,22998223,22999068,PAR
0.00657493,0.0223056,0.294766,OIIa.chrY.v1.g382270.t1,OIIb.chrX.v1.g408450.t1,23001432,23004225,ChrX,otto_ChrX,23001432,23004225,PAR
0.00911467,0.0331093,0.275291,OIIa.chrY.v1.g382280.t1,OIIb.chrX.v1.g408460.t1,23006873,23007505,ChrX,otto_ChrX,23006873,23007505,PAR
0.00526222,0.00210873,2.49544,OIIa.chrY.v1.g382290.t1,OIIb.chrX.v1.g408470.t1,23008240,23011506,ChrX,otto_ChrX,23008240,23011506,PAR
0.00279985,0.028432,0.0984753,OIIa.chrY.v1.g382300.t1,OIIb.chrX.v1.g408480.t1,23027602,23036126,ChrX,otto_ChrX,23027602,23036126,PAR
0.00370537,0.0254655,0.145506,OIIa.chrY.v1.g382310.t1,OIIb.chrX.v1.g408490.t1,23037725,23040184,ChrX,otto_ChrX,23037725,23040184,PAR
0.00599485,0.00387858,1.54563,OIIa.chrY.v1.g382340.t1,OIIb.chrX.v1.g408510.t1,23085003,23089034,ChrX,otto_ChrX,23085003,23089034,PAR
0.0148264,0.0358049,0.414089,OIIa.chrY.v1.g382350.t1,OIIb.chrX.v1.g408520.t1,23098104,23101161,ChrX,otto_ChrX,23098104,23101161,PAR
0.0020853,0.0569494,0.0366167,OIIa.chrY.v1.g382390.t1,OIIb.chrX.v1.g408560.t1,23169592,23172025,ChrX,otto_ChrX,23169592,23172025,PAR
0.00453842,0.0418705,0.108392,OIIa.chrY.v1.g382400.t1,OIIb.chrX.v1.g408570.t1,23173808,23176417,ChrX,otto_ChrX,23173808,23176417,PAR
5.61E-06,0.00560925,0.001,OIIa.chrY.v1.g382410.t1,OIIb.chrX.v1.g408580.t1,23180696,23181779,ChrX,otto_ChrX,23180696,23181779,PAR
1.36E-05,0.0136259,0.001,OIIa.chrY.v1.g382420.t1,OIIb.chrX.v1.g408590.t1,23196236,23199267,ChrX,otto_ChrX,23196236,23199267,PAR
0.008556,0.0160161,0.534212,OIIa.chrY.v1.g382430.t1,OIIb.chrX.v1.g408630.t1,23246964,23252608,ChrX,otto_ChrX,23246964,23252608,PAR
0.00332849,0.0172573,0.192875,OIIa.chrY.v1.g382460.t1,OIIb.chrX.v1.g408660.t1,23289455,23290264,ChrX,otto_ChrX,23289455,23290264,PAR
1.50E-05,0.0149534,0.001,OIIa.chrY.v1.g382470.t1,OIIb.chrX.v1.g408670.t1,23337136,23338549,ChrX,otto_ChrX,23337136,23338549,PAR
0.000618372,0.00330318,0.187205,OIIa.chrY.v1.g382480.t1,OIIb.chrX.v1.g408680.t1,23344434,23346776,ChrX,otto_ChrX,23344434,23346776,PAR
NA,NA,NA,OIIa.chrY.v1.g382490.t1,OIIb.chrX.v1.g408700.t1,23365123,23368646,ChrX,otto_ChrX,23365123,23368646,PAR
NA,NA,NA,OIIa.chrY.v1.g382500.t1,OIIb.chrX.v1.g408730.t1,23386280,23390788,ChrX,otto_ChrX,23386280,23390788,PAR
0.00173557,3.48E-05,49.8685,OIIa.chrY.v1.g382510.t1,OIIb.chrX.v1.g408740.t1,23391801,23395735,ChrX,otto_ChrX,23391801,23395735,PAR
0.00622375,0.0411203,0.151355,OIIa.chrY.v1.g382520.t1,OIIb.chrX.v1.g408750.t1,23396747,23398804,ChrX,otto_ChrX,23396747,23398804,PAR
0.00437179,0.0218094,0.200455,OIIa.chrY.v1.g382530.t1,OIIb.chrX.v1.g408760.t1,23404784,23407324,ChrX,otto_ChrX,23404784,23407324,PAR
0.00179356,0.0154081,0.116403,OIIa.chrY.v1.g382540.t1,OIIb.chrX.v1.g408770.t1,23409998,23411504,ChrX,otto_ChrX,23409998,23411504,PAR
0.000667514,1.34E-05,50,OIIa.chrY.v1.g382560.t1,OIIb.chrX.v1.g408780.t1,23413748,23416809,ChrX,otto_ChrX,23413748,23416809,PAR
0.00405171,0.0260352,0.155624,OIIa.chrY.v1.g382570.t1,OIIb.chrX.v1.g408790.t1,23417982,23420735,ChrX,otto_ChrX,23417982,23420735,PAR
0.0125031,0.000250062,50,OIIa.chrY.v1.g382590.t1,OIIb.chrX.v1.g408810.t1,23425450,23427290,ChrX,otto_ChrX,23425450,23427290,PAR
0.0093497,0.0285806,0.327135,OIIa.chrY.v1.g382600.t1,OIIb.chrX.v1.g408830.t1,23434612,23434896,ChrX,otto_ChrX,23434612,23434896,PAR
3.06E-05,0.0305911,0.001,OIIa.chrY.v1.g382610.t1,OIIb.chrX.v1.g408850.t1,23463418,23463684,ChrX,otto_ChrX,23463418,23463684,PAR
0.0140253,0.00894587,1.56779,OIIa.chrY.v1.g382640.t1,OIIb.chrX.v1.g408860.t1,23538637,23539424,ChrX,otto_ChrX,23538637,23539424,PAR
NA,NA,NA,OIIa.chrY.v1.g382710.t1,OIIb.chrX.v1.g408950.t1,23740330,23740698,ChrX,otto_ChrX,23740330,23740698,PAR
NA,NA,NA,OIIa.chrY.v1.g382720.t1,OIIb.chrX.v1.g408960.t1,23741191,23745905,ChrX,otto_ChrX,23741191,23745905,PAR
NA,NA,NA,OIIa.chrY.v1.g382730.t1,OIIb.chrX.v1.g408970.t1,23751162,23753798,ChrX,otto_ChrX,23751162,23753798,PAR
0.00262215,0.0407124,0.0644067,OIIa.chrY.v1.g382760.t1,OIIb.chrX.v1.g408990.t1,23783985,23784527,ChrX,otto_ChrX,23783985,23784527,PAR
NA,NA,NA,OIIa.chrY.v1.g382780.t2,OIIb.chrX.v1.g409020.t2,23801014,23804446,ChrX,otto_ChrX,23801014,23804446,PAR
4.38E-05,0.0438405,0.001,OIIa.chrY.v1.g382790.t1,OIIb.chrX.v1.g414600.t1,33569982,33570367,ChrX,otto_ChrX,33569982,33570367,PAR
NA,NA,NA,OIIa.chrY.v1.g382810.t1,OIIb.chrX.v1.g409030.t1,23806903,23807358,ChrX,otto_ChrX,23806903,23807358,PAR
3.10E-05,0.0310345,0.001,OIIa.chrY.v1.g382820.t1,OIIb.chrX.v1.g409060.t1,23828716,23829593,ChrX,otto_ChrX,23828716,23829593,PAR
1.35E-05,0.0134744,0.001,OIIa.chrY.v1.g382840.t1,OIIb.chrX.v1.g409130.t1,23849476,23852818,ChrX,otto_ChrX,23849476,23852818,PAR
0.000980523,0.0050795,0.193036,OIIa.chrY.v1.g382850.t1,OIIb.chrX.v1.g409140.t1,23894309,23897538,ChrX,otto_ChrX,23894309,23897538,PAR
0.00106577,0.0350256,0.0304284,OIIa.chrY.v1.g382910.t1,OIIb.chrX.v1.g409150.t1,23970376,23976603,ChrX,otto_ChrX,23970376,23976603,PAR
0.00184502,0.00200428,0.920537,OIIa.chrY.v1.g382920.t1,OIIb.chrX.v1.g409160.t1,23978063,23980753,ChrX,otto_ChrX,23978063,23980753,PAR
0.000536791,1.09E-05,49.2918,OIIa.chrY.v1.g382930.t1,OIIb.chrX.v1.g409170.t1,23981785,23983857,ChrX,otto_ChrX,23981785,23983857,PAR
0.00541444,0.0227754,0.237732,OIIa.chrY.v1.g382940.t1,OIIb.chrX.v1.g409180.t1,23987581,23990198,ChrX,otto_ChrX,23987581,23990198,PAR
3.80E-06,0.00380269,0.001,OIIa.chrY.v1.g382960.t1,OIIb.chrX.v1.g409190.t1,23993001,23995442,ChrX,otto_ChrX,23993001,23995442,PAR
3.07E-06,0.00306958,0.001,OIIa.chrY.v1.g383000.t1,OIIb.chrX.v1.g409200.t1,24074452,24075630,ChrX,otto_ChrX,24074452,24075630,PAR
6.84E-06,0.00684494,0.001,OIIa.chrY.v1.g383020.t1,OIIb.chrX.v1.g409230.t1,24176020,24185760,ChrX,otto_ChrX,24176020,24185760,PAR
0.0063605,0.0438208,0.145148,OIIa.chrY.v1.g383030.t1,OIIb.chrX.v1.g409270.t1,24220388,24223735,ChrX,otto_ChrX,24220388,24223735,PAR
