,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,Stop,Chromosome
OIIb.chr4.v1.g194380,0,NA,NA,NA,NA,NA,24035650,24036155,Chr04
OIIb.chr4.v1.g194390,0,NA,NA,NA,NA,NA,24059337,24060175,Chr04
OIIb.chr4.v1.g194400,4091.805154,-0.554348273,0.354531101,-1.563609711,0.117909253,0.309119784,24068206,24072822,Chr04
OIIb.chr4.v1.g194410,3.124816307,-5.523508446,4.355475203,-1.268175845,0.204735161,0.439851869,24104455,24107596,Chr04
OIIb.chr4.v1.g194420,990.5920083,-0.244721323,0.192646433,-1.270313281,0.203973059,0.438979272,24111623,24120296,Chr04
OIIb.chr4.v1.g194430,0,NA,NA,NA,NA,NA,24128722,24129090,Chr04
OIIb.chr4.v1.g194440,0.042392544,-1.28534847,8.773258618,-0.146507532,0.883520744,NA,24197244,24198075,Chr04
OIIb.chr4.v1.g194450,4.971402852,7.240539926,2.357593585,3.071156951,0.00213231,0.017542494,24216437,24220355,Chr04
OIIb.chr4.v1.g194460,0.384945218,-1.982996966,8.752427166,-0.226565378,0.820761717,NA,24226200,24227149,Chr04
OIIb.chr4.v1.g194470,23.52587009,1.277133479,1.490712679,0.856726784,0.391595897,0.648020103,24308965,24312103,Chr04
OIIb.chr4.v1.g194480,2.599421496,0.95714764,2.49775784,0.383202737,0.701569449,0.873727638,24316706,24317273,Chr04
OIIb.chr4.v1.g194490,6.167678532,-0.648384774,2.388409481,-0.271471362,0.786028523,0.92019726,24317300,24317829,Chr04
OIIb.chr4.v1.g194510,7560.305613,-0.464555997,0.160428641,-2.89571734,0.00378293,0.026849636,24338092,24344677,Chr04
OIIb.chr4.v1.g194530,0,NA,NA,NA,NA,NA,24474799,24476042,Chr04
OIIb.chr4.v1.g194550,3.848727889,-1.232366561,1.496402946,-0.823552616,0.410193809,0.663850561,24605948,24606265,Chr04
OIIb.chr4.v1.g194560,4649.396688,-0.19998295,0.293091561,-0.68232244,0.495035086,0.733487624,24607900,24617088,Chr04
OIIb.chr4.v1.g194570,0.23087308,0,8.775233444,0,1,NA,24615027,24615323,Chr04
OIIb.chr4.v1.g194590,0.113273287,0,8.775233444,0,1,NA,24783515,24783799,Chr04
OIIb.chr4.v1.g194650,965.161042,-0.985189615,0.380229341,-2.591040484,0.009568623,0.053611702,24950536,24950931,Chr04
OIIb.chr4.v1.g194700,1376.338063,-0.275432841,0.349394912,-0.78831383,0.43051316,0.682779686,25234461,25234907,Chr04
OIIb.chr4.v1.g194710,0,NA,NA,NA,NA,NA,25237525,25239087,Chr04
OIIb.chr4.v1.g194720,0,NA,NA,NA,NA,NA,25238598,25238879,Chr04
OIIb.chr4.v1.g194790,2948.290317,0.102299349,0.22192318,0.460967392,0.644822,0.840244333,25402864,25406388,Chr04
OIIb.chr4.v1.g194820,0,NA,NA,NA,NA,NA,25424474,25424881,Chr04
OIIb.chr4.v1.g194830,0,NA,NA,NA,NA,NA,25450065,25450818,Chr04
OIIb.chr4.v1.g194840,0,NA,NA,NA,NA,NA,25452803,25453036,Chr04
OIIb.chr4.v1.g194870,1.372610952,0,8.775233444,0,1,1,25567804,25569332,Chr04
OIIb.chr4.v1.g194930,0.045901084,0,8.775233444,0,1,NA,25704789,25705137,Chr04
OIIb.chr4.v1.g194940,3.849654201,0.798220852,1.778655396,0.448777686,0.653592037,0.84569943,25707969,25708373,Chr04
OIIb.chr4.v1.g195040,5304.046776,-1.616849447,0.441010175,-3.666240685,0.000246142,0.003395574,26184626,26187822,Chr04
OIIb.chr4.v1.g195080,18.42046802,4.812960877,2.477758741,1.942465502,0.052080772,0.178487703,26827025,26828657,Chr04
OIIb.chr4.v1.g195090,0,NA,NA,NA,NA,NA,27006886,27007715,Chr04
OIIb.chr4.v1.g195110,0.31650617,4.774742649,8.722414839,0.547410635,0.58409665,NA,27044373,27048040,Chr04
OIIb.chr4.v1.g195140,1996.22503,-0.068847774,0.217012525,-0.317252536,0.751051989,0.9016067,27179776,27187174,Chr04
OIIb.chr4.v1.g195150,0.077445866,3.393812166,8.733105471,0.388614586,0.697561275,NA,27189907,27190434,Chr04
OIIb.chr4.v1.g195160,0.021728103,0,8.775233444,0,1,NA,27190771,27191913,Chr04
OIIb.chr4.v1.g195180,9110.615819,0.066139951,0.19877489,0.332737959,0.739332093,0.894697446,27302063,27306492,Chr04
OIIb.chr4.v1.g195190,2310.676419,-1.525298703,0.472254045,-3.229826657,0.001238653,0.011581624,27364559,27365226,Chr04
OIIb.chr4.v1.g195200,0,NA,NA,NA,NA,NA,27419059,27419280,Chr04
OIIb.chr4.v1.g195240,443.0820508,1.015147701,0.414993717,2.446176072,0.014438047,0.07155925,27533225,27534685,Chr04
OIIb.chr4.v1.g195250,742.1675139,0.094591431,0.299775204,0.315541211,0.752350766,0.902273413,27559319,27564570,Chr04
OIIb.chr4.v1.g195260,756.5161538,0.74714927,0.415678336,1.797421721,0.072268695,0.222188581,27649635,27651605,Chr04
OIIb.chr4.v1.g195280,972.7203558,0.226581228,0.238686125,0.949285293,0.342475531,0.602014905,27728282,27731845,Chr04
OIIb.chr4.v1.g195290,198.7759812,1.085659592,0.544000427,1.995696215,0.045966999,0.163457162,27733015,27734075,Chr04
OIIb.chr4.v1.g195300,11.11720439,-7.762207672,2.553810353,-3.039461275,0.002370017,0.018994351,27786251,27788431,Chr04
OIIb.chr4.v1.g195310,4810.212367,-0.174384992,0.290425009,-0.600447573,0.548207991,0.774593031,27881622,27885318,Chr04
OIIb.chr4.v1.g195350,321.5267786,-0.076276725,0.365590682,-0.208639687,0.834729526,0.945056425,27949818,27953669,Chr04
OIIb.chr4.v1.g195360,6151.674407,-0.322627638,0.157604491,-2.047071349,0.04065108,0.149737207,28083764,28093793,Chr04
OIIb.chr4.v1.g195370,21.34455267,0.835713528,0.543987271,1.536274049,0.124471182,0.32027264,28228727,28231004,Chr04
OIIb.chr4.v1.g195400,0.074212475,0,8.775233444,0,1,NA,28308224,28308706,Chr04
OIIb.chr4.v1.g195410,0,NA,NA,NA,NA,NA,28348168,28348398,Chr04
OIIb.chr4.v1.g195430,0.23200581,0,8.775233444,0,1,NA,28395790,28396846,Chr04
OIIb.chr4.v1.g195440,0,NA,NA,NA,NA,NA,28397012,28397221,Chr04
OIIb.chr4.v1.g195450,0.335695528,-1.717839682,8.759807548,-0.196104729,0.844528195,NA,28397319,28398898,Chr04
OIIb.chr4.v1.g195460,0.093368452,0,8.775233444,0,1,NA,28421777,28424603,Chr04
OIIb.chr4.v1.g195480,2701.860216,0.43754553,0.17671489,2.475996967,0.013286471,0.067308913,28443257,28445832,Chr04
OIIb.chr4.v1.g195490,590.3033284,0.488182411,0.14348701,3.402276017,0.000668271,0.007322862,28533004,28534666,Chr04
OIIb.chr4.v1.g195500,29.09866341,-2.119088455,1.401577196,-1.511931317,0.130551336,0.329881395,28568011,28568505,Chr04
OIIb.chr4.v1.g195640,7145.887196,-0.160054192,0.290104367,-0.551712453,0.581145376,0.797260703,28752510,28753651,Chr04
OIIb.chr4.v1.g195690,2081.106241,-0.934489897,0.477584518,-1.956700564,0.050382684,0.174425132,28892443,28894307,Chr04
OIIb.chr4.v1.g195700,1215.173402,0.029198104,0.474293567,0.061561248,0.950912238,0.998231802,28915629,28917500,Chr04
OIIb.chr4.v1.g195710,954.3621212,0.491759809,0.226943035,2.166886543,0.030243506,0.121330643,29111849,29114336,Chr04
OIIb.chr4.v1.g195720,0,NA,NA,NA,NA,NA,29148133,29148837,Chr04
OIIb.chr4.v1.g195830,11.07996605,18.5294341,8.719812137,2.124980884,0.033588208,0.131065495,29514845,29515313,Chr04
OIIb.chr4.v1.g195840,6.658162889,18.97486439,8.72620106,2.174470226,0.029669839,0.11966646,29515400,29515717,Chr04
OIIb.chr4.v1.g195850,1.202581638,0,2.997644812,0,1,1,29570233,29570534,Chr04
OIIb.chr4.v1.g195860,8768.831824,-0.04410693,0.187305001,-0.235481859,0.813834757,0.93372652,29583455,29592491,Chr04
OIIb.chr4.v1.g195900,2334.103567,-0.658648214,0.228162282,-2.88675327,0.003892393,0.027413223,29694750,29700654,Chr04
OIIb.chr4.v1.g195930,124.8410154,-6.017230067,1.733812987,-3.470518511,0.000519455,0.006021769,29783828,29784133,Chr04
OIIb.chr4.v1.g195940,6815.54671,-0.335848172,0.107024777,-3.138041326,0.001700809,0.014709661,29850995,29857302,Chr04
OIIb.chr4.v1.g195950,0.147185371,-1.285357173,8.773258984,-0.146508518,0.883519966,NA,29859600,29861053,Chr04
OIIb.chr4.v1.g196030,1739.006245,0.718026046,0.365731942,1.963257683,0.04961624,0.172507823,30029666,30030880,Chr04
OIIb.chr4.v1.g196040,0.184162188,-2.983972744,8.734093293,-0.341646539,0.732616909,NA,30208160,30210176,Chr04
OIIb.chr4.v1.g196050,0,NA,NA,NA,NA,NA,30263098,30263391,Chr04
OIIb.chr4.v1.g196070,20124.90392,0.040470092,0.178221135,0.227077962,0.82036312,0.937006541,30406509,30409429,Chr04
OIIb.chr4.v1.g196080,8.606295379,0.53472825,1.137892293,0.469928704,0.638405956,0.835533083,30409961,30410191,Chr04
OIIb.chr4.v1.g196090,1088.541022,-0.442420807,0.459731081,-0.962346958,0.335875348,0.595127958,30411426,30412571,Chr04
OIIb.chr4.v1.g196140,310.65,0.325684124,0.571115035,0.570260112,0.56850129,0.788270026,30690905,30692597,Chr04
OIIb.chr4.v1.g196160,2148.316656,0.052482591,0.127641033,0.411173352,0.680945427,0.861255646,30843253,30846277,Chr04
OIIb.chr4.v1.g196170,25.278371,-1.009509642,1.421298343,-0.710272862,0.477534945,0.71989645,30850580,30851485,Chr04
OIIb.chr4.v1.g196180,3530.494791,0.006991791,0.126212836,0.055396829,0.955822322,1,31267328,31271435,Chr04
OIIb.chr4.v1.g196190,12.96215706,0.331126934,1.253245552,0.264215527,0.791613847,0.922937567,31272332,31273339,Chr04
OIIb.chr4.v1.g196200,19.29013217,0,2.406189935,0,1,1,31276552,31276776,Chr04
OIIb.chr4.v1.g196210,3215.693545,-0.142394957,0.140302842,-1.014911422,0.310148053,0.568546365,31295799,31300023,Chr04
OIIb.chr4.v1.g196220,0.504689832,2.661314395,8.692229237,0.306171676,0.759473937,NA,31303957,31304331,Chr04
OIIb.chr4.v1.g196250,0,NA,NA,NA,NA,NA,31391971,31392366,Chr04
OIIb.chr4.v1.g196260,0,NA,NA,NA,NA,NA,31473854,31474380,Chr04
OIIb.chr4.v1.g196280,0.031351766,0,8.775233444,0,1,NA,31800192,31804397,Chr04
OIIb.chr4.v1.g196290,607.6691673,-1.036785569,0.746869341,-1.388175297,0.165083673,0.383383793,31814695,31817104,Chr04
OIIb.chr4.v1.g196300,0.040326691,0,8.775233444,0,1,NA,31952327,31953373,Chr04
OIIb.chr4.v1.g196360,2400.478969,-1.109818617,0.195466687,-5.677789057,1.36E-08,1.10E-06,32015582,32018082,Chr04
OIIb.chr4.v1.g196370,0.148729827,0,8.775233444,0,1,NA,32023693,32024004,Chr04
OIIb.chr4.v1.g196380,0,NA,NA,NA,NA,NA,32025598,32026337,Chr04
OIIb.chr4.v1.g196390,0,NA,NA,NA,NA,NA,32027515,32028579,Chr04
OIIb.chr4.v1.g196420,0,NA,NA,NA,NA,NA,32064192,32064410,Chr04
OIIb.chr4.v1.g196490,0.010003339,0,8.775233444,0,1,NA,32557309,32557743,Chr04
OIIb.chr4.v1.g196500,3794.134461,0.447702942,0.137103936,3.265427346,0.00109299,0.010561402,32663237,32664784,Chr04
OIIb.chr4.v1.g196510,2325.960045,0.633150531,0.178659565,3.543893834,0.000394264,0.004869702,32665829,32670163,Chr04
OIIb.chr4.v1.g196520,0,NA,NA,NA,NA,NA,32731047,32731487,Chr04
OIIb.chr4.v1.g196590,0,NA,NA,NA,NA,NA,32874071,32874331,Chr04
OIIb.chr4.v1.g196670,0,NA,NA,NA,NA,NA,33177120,33181246,Chr04
OIIb.chr4.v1.g196680,239.6134577,0.584225019,0.609207041,0.958992558,0.337562494,0.596410357,33192164,33198604,Chr04
OIIb.chr4.v1.g196690,0.013094761,0,8.775233444,0,1,NA,33407987,33408698,Chr04
OIIb.chr4.v1.g196700,0.097498277,0,8.775233444,0,1,NA,33411611,33412006,Chr04
OIIb.chr4.v1.g196710,0.013094761,0,8.775233444,0,1,NA,33412088,33412321,Chr04
OIIb.chr4.v1.g196780,0,NA,NA,NA,NA,NA,33526893,33527306,Chr04
OIIb.chr4.v1.g196870,0.130055995,-2.476016725,8.741825234,-0.283237958,0.776994433,NA,33718969,33723396,Chr04
OIIb.chr4.v1.g196880,7.570608358,0,2.523119304,0,1,1,33804556,33804857,Chr04
OIIb.chr4.v1.g196890,7517.604417,0.937499368,0.235803978,3.975757219,7.02E-05,0.00128572,33807507,33809165,Chr04
OIIb.chr4.v1.g196910,10.98190985,0.658902656,1.088074541,0.60556757,0.544801943,0.772159657,34011322,34013069,Chr04
OIIb.chr4.v1.g196930,7600.88008,-0.420890123,0.190902509,-2.204738558,0.027472446,0.11322856,34093134,34102037,Chr04
OIIb.chr4.v1.g197080,7097.730263,-0.452035158,0.179202193,-2.522486749,0.011652834,0.061466587,34536567,34542301,Chr04
OIIb.chr4.v1.g197250,0,NA,NA,NA,NA,NA,34885144,34885437,Chr04
OIIb.chr4.v1.g197310,3439.629004,0.080174178,0.223935468,0.358023581,0.720325667,0.884918908,34998888,35002730,Chr04
OIIb.chr4.v1.g197320,0,NA,NA,NA,NA,NA,35109370,35109681,Chr04
OIIb.chr4.v1.g197330,0,NA,NA,NA,NA,NA,35112297,35113008,Chr04
OIIb.chr4.v1.g197430,0,NA,NA,NA,NA,NA,35438170,35438562,Chr04
OIIb.chr4.v1.g197440,0,NA,NA,NA,NA,NA,35438869,35441478,Chr04
OIIb.chr4.v1.g197490,4624.751783,0.566160847,0.179792709,3.148964436,0.001638501,0.014311614,35531007,35534157,Chr04
OIIb.chr4.v1.g197670,6918.143637,-1.687561327,0.402255515,-4.195247215,2.73E-05,0.000600802,36430376,36432178,Chr04
OIIb.chr4.v1.g197740,1.452050468,3.05230883,7.486508902,0.407707901,0.683488136,0.862651753,36580541,36580946,Chr04
OIIb.chr4.v1.g197750,78.15339063,-0.776716647,0.508102826,-1.528660356,0.126348665,0.322858721,36990030,36991610,Chr04
OIIb.chr4.v1.g197760,407.1917011,0.588471389,0.241658758,2.435133709,0.014886288,0.073264432,36991977,36994688,Chr04
OIIb.chr4.v1.g197770,0,NA,NA,NA,NA,NA,37033126,37034659,Chr04
OIIb.chr4.v1.g197830,0,NA,NA,NA,NA,NA,37304070,37304297,Chr04
OIIb.chr4.v1.g197840,0,NA,NA,NA,NA,NA,37373536,37374379,Chr04
OIIb.chr4.v1.g197850,0.02287109,0,8.775233444,0,1,NA,37398457,37399002,Chr04
OIIb.chr4.v1.g197870,636.0469916,-21.69776191,8.724594426,-2.486965108,0.012883803,0.065883867,37653576,37653914,Chr04
OIIb.chr4.v1.g197880,0.131615772,0,8.775233444,0,1,NA,37677212,37678753,Chr04
OIIb.chr4.v1.g197920,0,NA,NA,NA,NA,NA,37710677,37710943,Chr04
OIIb.chr4.v1.g197930,1307.355999,0.324157787,0.227736894,1.423387231,0.154623932,0.367922981,37713219,37715791,Chr04
OIIb.chr4.v1.g197940,2750.731748,-0.097751307,0.143771234,-0.67990866,0.496562298,0.734845315,37753111,37760778,Chr04
OIIb.chr4.v1.g197950,0,NA,NA,NA,NA,NA,37775101,37775307,Chr04
OIIb.chr4.v1.g197960,0,NA,NA,NA,NA,NA,37775441,37775797,Chr04
OIIb.chr4.v1.g197970,0,NA,NA,NA,NA,NA,37814299,37814526,Chr04
OIIb.chr4.v1.g198070,5935.589622,1.226721649,0.564360149,2.173650373,0.029731402,0.11978973,37956897,37957985,Chr04
OIIb.chr4.v1.g198080,11598.47278,-0.185647497,0.111370564,-1.666935058,0.095527319,0.269248165,38009242,38016267,Chr04
OIIb.chr4.v1.g198090,2261.574453,-0.00647485,0.131321441,-0.049305351,0.960675955,1,38150502,38167420,Chr04
OIIb.chr4.v1.g198100,138.055088,-1.378019034,1.001635779,-1.375768581,0.168893292,0.389070612,38204438,38204933,Chr04
OIIb.chr4.v1.g198110,0,NA,NA,NA,NA,NA,38223307,38224646,Chr04
OIIb.chr4.v1.g198120,0,NA,NA,NA,NA,NA,38302851,38303195,Chr04
OIIb.chr4.v1.g198180,0,NA,NA,NA,NA,NA,38342861,38343209,Chr04
OIIb.chr4.v1.g198190,0.078871845,0,8.775233444,0,1,NA,38388024,38389859,Chr04
OIIb.chr4.v1.g198200,0,NA,NA,NA,NA,NA,38394115,38394409,Chr04
OIIb.chr4.v1.g198240,0.01955266,0,8.775233444,0,1,NA,38421903,38422145,Chr04
OIIb.chr4.v1.g198250,1014.43751,0.084905972,0.229856817,0.369386357,0.711839765,0.880057907,38423704,38430971,Chr04
OIIb.chr4.v1.g198260,11.23181591,-1.498911025,0.923830856,-1.622495088,0.104697384,0.285297328,38429288,38430140,Chr04
OIIb.chr4.v1.g198440,3553.202172,-0.247236896,0.452861933,-0.545943208,0.585104977,0.799952613,38676915,38679711,Chr04
OIIb.chr4.v1.g198540,1.31871638,3.83987693,8.067541024,0.475966211,0.634098451,0.833209191,39016841,39018951,Chr04
OIIb.chr4.v1.g198550,0,NA,NA,NA,NA,NA,39021111,39021587,Chr04
OIIb.chr4.v1.g198590,0,NA,NA,NA,NA,NA,39153753,39153971,Chr04
OIIb.chr4.v1.g198690,53562.42236,0.95418748,0.500189199,1.907653106,0.056436066,0.188185644,39210677,39211504,Chr04
OIIb.chr4.v1.g198720,0,NA,NA,NA,NA,NA,39502897,39503190,Chr04
OIIb.chr4.v1.g198830,1030.786188,-0.134696012,0.244705148,-0.550442084,0.58201619,0.798063707,39785084,39789444,Chr04
OIIb.chr4.v1.g198840,990.4914111,-1.011695079,0.2993231,-3.379943211,0.000725008,0.007810685,39790289,39794144,Chr04
OIIb.chr4.v1.g198850,2048.931431,-0.2233168,0.168385467,-1.326223717,0.184765606,0.412133358,39821378,39822202,Chr04
OIIb.chr4.v1.g198860,5197.479703,-0.129999544,0.148234757,-0.876984226,0.380495206,0.638282915,39844789,39848970,Chr04
OIIb.chr4.v1.g198870,1297.237681,0.242273354,0.396938487,0.610354909,0.541626731,0.770231619,39883971,39887384,Chr04
OIIb.chr4.v1.g198890,0,NA,NA,NA,NA,NA,39972481,39972881,Chr04
OIIb.chr4.v1.g198900,1172.813632,0.47285068,0.532050507,0.888732692,0.374146757,0.632228727,40045078,40048069,Chr04
OIIb.chr4.v1.g198910,5431.931983,-0.674988232,0.195627006,-3.450383693,0.00055979,0.006403588,40173454,40177917,Chr04
OIIb.chr4.v1.g198920,0,NA,NA,NA,NA,NA,40338494,40338742,Chr04
OIIb.chr4.v1.g198980,97.93989866,0.670110137,1.052954204,0.636409575,0.524509502,0.757194262,40406456,40408969,Chr04
OIIb.chr4.v1.g198990,539.4724749,-0.345463681,0.186673922,-1.850626356,0.064223325,0.204703358,40413940,40415193,Chr04
OIIb.chr4.v1.g199000,2871.995103,0.300099689,0.227161181,1.321087023,0.186472349,0.414614498,40416458,40417766,Chr04
OIIb.chr4.v1.g199010,14763.54302,0.210039462,0.189071757,1.110898131,0.2666122,0.519551254,40457608,40458586,Chr04
OIIb.chr4.v1.g199020,3384.83728,-0.248683038,0.141811845,-1.753612595,0.079496911,0.237052283,40544043,40547089,Chr04
OIIb.chr4.v1.g199030,0,NA,NA,NA,NA,NA,40563528,40563981,Chr04
OIIb.chr4.v1.g199040,5259.715052,0.157128757,0.158474723,0.991506749,0.321438199,0.580068215,40579556,40583374,Chr04
OIIb.chr4.v1.g199050,2271.598211,0.204787416,0.191011742,1.072119515,0.283666355,0.538647667,40725087,40727865,Chr04
OIIb.chr4.v1.g199090,929.2900541,0.412656849,0.183346041,2.250699531,0.024404574,0.10412421,40761892,40763459,Chr04
OIIb.chr4.v1.g199100,1258.512278,-0.234644775,0.310650873,-0.75533274,0.450049359,0.697526905,40764997,40770451,Chr04
OIIb.chr4.v1.g199160,0,NA,NA,NA,NA,NA,41003217,41003510,Chr04
OIIb.chr4.v1.g199170,1302.380508,0.721140361,0.293343847,2.458344937,0.013957904,0.069819309,41122329,41123784,Chr04
OIIb.chr4.v1.g199180,0.999187356,0,5.375746079,0,1,NA,41215356,41215604,Chr04
OIIb.chr4.v1.g199210,0.303817885,-3.925477742,8.725303357,-0.449895847,0.652785542,NA,41288861,41290527,Chr04
OIIb.chr4.v1.g199220,1870.771409,-0.97283424,0.368588767,-2.63934858,0.008306552,0.048489591,41328888,41338819,Chr04
OIIb.chr4.v1.g199230,51.11070445,-19.17828534,2.164319568,-8.861115347,7.92E-19,2.39E-16,41340322,41343353,Chr04
OIIb.chr4.v1.g199240,4193.634294,0.56794577,0.236313118,2.403361159,0.016245135,0.077862956,41385334,41390966,Chr04
OIIb.chr4.v1.g199250,3248.859836,-0.325519708,0.223454153,-1.456762849,0.145181854,0.354053412,41476059,41484147,Chr04
OIIb.chr4.v1.g199260,4582.332779,-0.200757411,0.28260526,-0.710381014,0.477467894,0.71989645,41535521,41538707,Chr04
OIIb.chr4.v1.g199270,0,NA,NA,NA,NA,NA,41542177,41542485,Chr04
OIIb.chr4.v1.g199340,0,NA,NA,NA,NA,NA,41719395,41719799,Chr04
OIIb.chr4.v1.g199350,1087.62302,0.236405258,0.315086528,0.750286784,0.453082,0.700179494,41725929,41757447,Chr04
OIIb.chr4.v1.g199360,0,NA,NA,NA,NA,NA,41769252,41769756,Chr04
OIIb.chr4.v1.g199370,2.979404025,0,8.775233444,0,1,1,41770448,41771699,Chr04
OIIb.chr4.v1.g199420,2.90778211,0,2.767880055,0,1,1,41837589,41838050,Chr04
OIIb.chr4.v1.g199430,0,NA,NA,NA,NA,NA,41887301,41888157,Chr04
OIIb.chr4.v1.g199440,0,NA,NA,NA,NA,NA,41888274,41888630,Chr04
OIIb.chr4.v1.g199450,0,NA,NA,NA,NA,NA,41894209,41894925,Chr04
OIIb.chr4.v1.g199510,0.011285033,0,8.775233444,0,1,NA,41984938,41985600,Chr04
OIIb.chr4.v1.g199600,1573.639858,0.29216424,0.269635939,1.083550812,0.27856401,0.533263384,42054137,42060340,Chr04
OIIb.chr4.v1.g199630,6106.633343,-0.09401281,0.138246637,-0.680036864,0.496481119,0.73477673,42219564,42232284,Chr04
OIIb.chr4.v1.g199720,0.588672024,5.946942795,8.718704902,0.682090157,0.495181944,NA,42291808,42293271,Chr04
OIIb.chr4.v1.g199730,0,NA,NA,NA,NA,NA,42336861,42337538,Chr04
OIIb.chr4.v1.g199740,4102.986967,0.338819746,0.18029447,1.87925756,0.060209334,0.196663933,42536393,42542923,Chr04
OIIb.chr4.v1.g199750,1158.391923,0.664826525,0.127613509,5.209687698,1.89E-07,1.03E-05,42621431,42623592,Chr04
OIIb.chr4.v1.g199760,15467.14185,-0.155461437,0.219813501,-0.70724244,0.479415829,0.721260787,42711387,42719560,Chr04
OIIb.chr4.v1.g199770,0,NA,NA,NA,NA,NA,42763394,42764848,Chr04
OIIb.chr4.v1.g199780,0,NA,NA,NA,NA,NA,42765758,42767226,Chr04
OIIb.chr4.v1.g199800,0,NA,NA,NA,NA,NA,42781883,42783526,Chr04
OIIb.chr4.v1.g199810,1568.189292,0.064234212,0.270512657,0.237453627,0.812304891,0.932843679,42788940,42791951,Chr04
OIIb.chr4.v1.g199820,0,NA,NA,NA,NA,NA,42808367,42808660,Chr04
OIIb.chr4.v1.g199830,1014.86828,-2.252155387,0.658565991,-3.419786961,0.000626702,0.006973299,42843660,42844935,Chr04
OIIb.chr4.v1.g199870,44.22620772,-1.71318572,1.656749782,-1.034064249,0.301106128,0.559384593,42884481,42884844,Chr04
OIIb.chr4.v1.g199880,176.7130155,0.418970516,1.091356914,0.383898714,0.701053519,0.873485719,42929247,42957333,Chr04
OIIb.chr4.v1.g199890,6260.458386,-0.736586076,0.341362546,-2.157782345,0.030944758,0.123462971,42979000,42990814,Chr04
OIIb.chr4.v1.g199900,0.041463894,0,8.775233444,0,1,NA,43018714,43020480,Chr04
OIIb.chr4.v1.g199910,2101.78442,-0.472774938,0.256710692,-1.84166438,0.065524258,0.207844916,43074751,43081388,Chr04
OIIb.chr4.v1.g199920,0,NA,NA,NA,NA,NA,43145647,43146770,Chr04
OIIb.chr4.v1.g199930,0,NA,NA,NA,NA,NA,43153325,43153576,Chr04
OIIb.chr4.v1.g199940,4222.179707,-0.501651749,0.272676455,-1.839732549,0.065807513,0.208367407,43172996,43179837,Chr04
OIIb.chr4.v1.g199970,0.197121652,0,8.775233444,0,1,NA,43213579,43214967,Chr04
OIIb.chr4.v1.g199980,0,NA,NA,NA,NA,NA,43244014,43244274,Chr04
OIIb.chr4.v1.g199990,7635.253372,-0.396910763,0.259268413,-1.530887466,0.125797208,0.322269407,43256234,43261495,Chr04
OIIb.chr4.v1.g200070,512.5162864,-0.02303443,0.330388832,-0.069719155,0.944417195,0.995839441,43317618,43322964,Chr04
OIIb.chr4.v1.g200080,276.9056128,-0.558181869,0.225420434,-2.476181322,0.013279612,0.067308913,43334872,43337170,Chr04
OIIb.chr4.v1.g200090,0,NA,NA,NA,NA,NA,43387071,43387568,Chr04
OIIb.chr4.v1.g200110,1013.242196,1.023223899,0.171555728,5.964382015,2.46E-09,2.34E-07,43426598,43430989,Chr04
OIIb.chr4.v1.g200120,964.4215124,-0.099619463,0.2775375,-0.358940552,0.719639562,0.88441371,43431557,43436610,Chr04
OIIb.chr4.v1.g200130,451.2770874,-0.196265719,0.450671542,-0.435496144,0.663202337,0.851883058,43490536,43503833,Chr04
OIIb.chr4.v1.g200140,2.265916732,0.884053145,2.297357765,0.384813005,0.700375963,0.873441795,43536662,43537084,Chr04
OIIb.chr4.v1.g200150,920.941069,0.779389503,0.55482221,1.404755414,0.160094021,0.376311933,43572013,43576301,Chr04
OIIb.chr4.v1.g200170,0,NA,NA,NA,NA,NA,43644989,43645393,Chr04
OIIb.chr4.v1.g200180,0,NA,NA,NA,NA,NA,43666631,43667269,Chr04
OIIb.chr4.v1.g200190,1718.93315,0.010898237,0.212521731,0.051280576,0.959101946,1,43706448,43725035,Chr04
OIIb.chr4.v1.g200200,0,NA,NA,NA,NA,NA,43730534,43730767,Chr04
OIIb.chr4.v1.g200290,2368.816892,-0.475611263,0.24394636,-1.949655087,0.051217243,0.176179242,43837286,43842192,Chr04
OIIb.chr4.v1.g200300,9918.822048,0.064718298,0.170471414,0.379643113,0.704210353,0.875500277,43874943,43887581,Chr04
OIIb.chr4.v1.g200310,861.1099828,1.13979922,0.2021409,5.638637303,1.71E-08,1.35E-06,43906823,43907222,Chr04
OIIb.chr4.v1.g200320,4350.979622,-0.321863453,0.172212787,-1.868986963,0.061624628,0.199771002,43960887,43962569,Chr04
OIIb.chr4.v1.g200330,4749.999137,-0.244077697,0.140781599,-1.733732953,0.082965477,0.244014747,44021244,44037107,Chr04
OIIb.chr4.v1.g200340,514.4825017,0.233275946,0.722767988,0.322753567,0.746881881,0.898931918,44052763,44054370,Chr04
OIIb.chr4.v1.g200350,932.3431143,0.218070921,0.134310793,1.623629171,0.104454976,0.284857564,44088274,44093358,Chr04
OIIb.chr4.v1.g200360,15.12064959,-1.261918389,1.070108784,-1.179243089,0.238301393,0.485721285,44125965,44126531,Chr04
OIIb.chr4.v1.g200370,76.31971153,-0.982956486,0.953642562,-1.030738901,0.302663277,0.561066804,44140954,44142108,Chr04
OIIb.chr4.v1.g200380,0,NA,NA,NA,NA,NA,44152342,44152727,Chr04
OIIb.chr4.v1.g200450,1.936449178,-2.211320635,2.113947243,-1.046062357,0.295532243,0.553048008,44225311,44226052,Chr04
